surface,tab,group,label,stable_command_id,aliases,visible,implementation_status,availability_reason,required_document_or_selection,controller,engine_operation,input_dialog_or_preset,output_or_state_change,undo_contract,dependency,source_location,test_or_repro,implementation_commit,review_status,evidence_path
ribbon,Edit,Arrange,Group,group,,false,planned-unimplemented,no implementation found after tracing (no annotation grouping model in AnnotationItem/AnnotationLayer; grep none),n/a,None,None,None,Grouped annotation compound (target behavior),None traced,None,src/shell/RibbonModel.cpp:21,Trace record: traced via ribbon-command-baseline.csv; see docs/audit/FEATURE-COMMAND-MATRIX-NOTES-2026-09-09.md,,traced-2026-09-09,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/outputs/UI-BUTTON-REVIEW-2026-09-09.md (UI01)
ribbon,Edit,Arrange,Order,layerOrder,,false,planned-unimplemented,no implementation found after tracing (no z-order raise/lower op in AnnotationLayer or engine; grep none; resources/icons/layer-order.svg exists),n/a,None,None,None,Annotation z-order changed (target behavior),Undoable command (target),None,src/shell/RibbonModel.cpp:21,Trace record: traced via ribbon-command-baseline.csv; see docs/audit/FEATURE-COMMAND-MATRIX-NOTES-2026-09-09.md,,traced-2026-09-09,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/outputs/UI-BUTTON-REVIEW-2026-09-09.md (UI01)
ribbon,Edit,OCR,Run OCR,ocr,,true,implemented+available,Open a PDF; Run needs a rendered page; RapidOCR/Ensemble need PP-OCRv5 ONNX models (auto degrades to Tesseract),Open a PDF,EditController (via OCR Verify screen Run button; TaskNav entry route),OcrPipeline (Tesseract/RapidOCR/ROVER ensemble); exportMrcPdfA on Accept,OCR Verify screen: Run/Accept/Reject; language picker (OCRMode); save-file dialog on Accept,"Recognized words overlaid + review session; Accept writes searchable MRC PDF/A copy (current page only, disclosed)",None (new output file),Tesseract lang data; optional PP-OCRv5 ONNX models (Capability::OcrRapidModels),"src/GpMainWindow.cpp:813-817; src/shell/controllers/EditController.cpp:491-546,636-902,1162-1231; src/modes/OCRMode.cpp:116-126",Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Edit,OCR,Verify Text,ocr,ocr,false,obsolete-alias-duplicate,"Duplicate of visible 'ocr': the U02 entry-route decision makes the ribbon OCR button open the OCR Verify screen, whose whole purpose is reviewing/verifying recognized words (OCRMode with F8/Shift+F8 uncertain-word navigation, reviewed words authoritative on Accept). Canonical: ocr",Open a PDF + an OCR run,EditController via OCRMode,OcrPipeline review session,None,Review state of recognized words,Review edits flow into Accept export,None,src/GpMainWindow.cpp:800-817; src/shell/TaskNav.cpp:21; src/modes/OCRMode.cpp:280-283,Trace record: traced via ribbon-command-baseline.csv; see docs/audit/FEATURE-COMMAND-MATRIX-NOTES-2026-09-09.md,,traced-2026-09-09,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/outputs/UI-BUTTON-REVIEW-2026-09-09.md (UI01)
ribbon,Edit,OCR,Language,ocr,ocr (language picker),false,obsolete-alias-duplicate,"Duplicate of functionality inside the OCR Verify screen: OCRMode persists ocr/language (read OCRMode.cpp:116, write :126); EditController::runOcr honors it (EditController.cpp:708-709). Canonical: ocr (screen language picker)",Open a PDF,OCRMode,ocrEngineLanguageCode mapping,Language picker (in OCR Verify screen),ocr/language pref changed,None (pref),None,"src/modes/OCRMode.cpp:41,116-126; src/shell/controllers/EditController.cpp:708-709",Trace record: traced via ribbon-command-baseline.csv; see docs/audit/FEATURE-COMMAND-MATRIX-NOTES-2026-09-09.md,,traced-2026-09-09,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/outputs/UI-BUTTON-REVIEW-2026-09-09.md (UI01)
ribbon,Edit,OCR,Settings,ocrSettings,,false,implemented+missing-context,"Implemented-but-hidden: PreferencesDialog OCR Engine group (engine Auto/RapidOCR/Ensemble with honest ONNX availability tooltip, PreferencesDialog.cpp:197-260) + Ctrl+, shortcut. Wire target: route ribbon entry to Preferences (Engines section)",None,PreferencesDialog local,QSettings ocr/engine,Preferences dialog,Engine/preprocessing prefs changed,None (prefs),None,src/ui/PreferencesDialog.cpp:197-260; src/GpMainWindow.cpp:470-474,Trace record: traced via ribbon-command-baseline.csv; see docs/audit/FEATURE-COMMAND-MATRIX-NOTES-2026-09-09.md,,traced-2026-09-09,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/outputs/UI-BUTTON-REVIEW-2026-09-09.md (UI01)
ribbon,Edit,Measure,Measure,measure,,false,implemented+missing-context,"Implemented backend, hidden command: ToolMode::MeasureDistance/Perimeter/Area committed (PdfEnums.h:50-53, kPersistedToolModeMax), AnnotationLayer T1 calibration/snap/readout (AnnotationLayer.h:59-121 - measurement-lane file, dirty in this worktree), MeasureCore.h units/scale, persistence fixes G21-G23 (de77d46/83706cf/69f8a94). Right-dock MeasureMode panel header EXISTS but is UNTRACKED WIP of the measure lane (src/modes/MeasureMode.h, no .cpp yet); no ribbon/menu route (menu measure items Disabled MenuBar.cpp:88-89). Wire target: MeasureMode panel + host wiring",Open a PDF,"MeasureMode (WIP, other lane) -> viewer tool modes","/Measure dict on Line/Polyline/Polygon annotations (ISO 32000-1), disclosed session-only calibration","Panel: preset/unit calibration, tool select, calibrate-by-drawing, snap",Calibrated measurement annotations persisted on save; calibration session-only,Measurement items are annotations (annotation undo path); calibration not persisted,None,"src/core/PdfEnums.h:46-53; src/core/MeasureCore.h:34-38; src/modes/MeasureMode.h (UNTRACKED, measure lane); src/shell/MenuBar.cpp:88-89",Trace record: traced via ribbon-command-baseline.csv; see docs/audit/FEATURE-COMMAND-MATRIX-NOTES-2026-09-09.md,,traced-2026-09-09,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/outputs/UI-BUTTON-REVIEW-2026-09-09.md (UI01)
ribbon,Edit,Measure,Distance,distance,,false,implemented+missing-context,As 'measure': ToolMode::MeasureDistance committed; G21 fixed /Rect persistence of measurement/ink annotations (de77d46). Wire target: MeasureMode tool 0=distance,Open a PDF,MeasureMode (WIP) -> ToolMode::MeasureDistance,AnnotationLayer measure draft + /Measure dict,Drag on page,"Distance annotation persisted (usable /Rect, G21)",Annotation undo path,None,src/core/PdfEnums.h:50-53; src/modes/MeasureMode.h:71; commit de77d46,Trace record: traced via ribbon-command-baseline.csv; see docs/audit/FEATURE-COMMAND-MATRIX-NOTES-2026-09-09.md,,traced-2026-09-09,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/outputs/UI-BUTTON-REVIEW-2026-09-09.md (UI01)
ribbon,Edit,Measure,Area,area,,false,implemented+missing-context,As 'measure': ToolMode::MeasureArea committed; G22 fixed perimeter /PolyLine closing edge (83706cf); G23 calibration parser hardening (69f8a94). Wire target: MeasureMode tool 2=area,Open a PDF,MeasureMode (WIP) -> ToolMode::MeasureArea,AnnotationLayer polygon draft + /Measure dict,Drag polygon on page,"Area annotation persisted (closing edge serialized, G22)",Annotation undo path,None,"src/core/PdfEnums.h:52; src/modes/MeasureMode.h:71; commits 83706cf,69f8a94",Trace record: traced via ribbon-command-baseline.csv; see docs/audit/FEATURE-COMMAND-MATRIX-NOTES-2026-09-09.md,,traced-2026-09-09,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/outputs/UI-BUTTON-REVIEW-2026-09-09.md (UI01)
ribbon,Organize,Pages,Insert,insertPage,,true,implemented+available,Open a PDF,Open a PDF,PagesController,IPageEditor::insertBlankPage via InsertPageCommand,None (inserts after current page),Blank page inserted (PERSISTED on save),Undoable (InsertPageCommand),None,src/shell/controllers/PagesController.cpp:68-74,Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Organize,Pages,Delete,deletePage,,true,implemented+available,Open a PDF with >1 page,Open a PDF,PagesController,IPageEditor::deletePage via DeletePageCommand,None (current page),Current page deleted (PERSISTED on save),Undoable (DeletePageCommand),None,src/shell/controllers/PagesController.cpp:59-67,Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Organize,Pages,Rotate,rotate,rotL alias (ToolId::RotateCCW; menu rotate-cw/rotate-ccw),true,implemented+available,Open a PDF,Open a PDF,PagesController,IPageEditor::rotatePage via RotatePageCommand,None (current page; menu offers CW/CCW; viewer buttons Degrees),Page /Rotate persisted via engine + reload (PERSISTED page rotation; view rotation is a separate viewer concern),Undoable (RotatePageCommand),None,"src/shell/controllers/PagesController.cpp:53-58,183-211",Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Organize,Pages,Replace,replace,,false,planned-unimplemented,no implementation found after tracing for page replacement (no replacePage op in IPageEditor; PagesMode per-page menu deliberately hides Replace 'until wired to engine actions' PagesMode.cpp:356-358; PageManagementDialog has Extract/Delete/Rotate/Insert only),Open a PDF,None,IPageEditor::insertPageFromBytes + deletePage could compose it (wire note),File picker (unspecified),Page N replaced by external page (target behavior),Undoable command (target; EC03 10MB page-backup limit applies),None,src/modes/PagesMode.cpp:356-358; src/core/interfaces/IPdfEditorEngine.h:186-188,Trace record: traced via ribbon-command-baseline.csv; see docs/audit/FEATURE-COMMAND-MATRIX-NOTES-2026-09-09.md,,traced-2026-09-09,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/outputs/UI-BUTTON-REVIEW-2026-09-09.md (UI01)
ribbon,Organize,Pages,Reorder,reorder,split (same Pages screen route),true,implemented+available,Open a PDF,Open a PDF,PagesController -> PagesMode workspace,IPageEditor::reorderAllPages via ReorderPermutationCommand,Pages workspace thumbnail drag,"Page order changed, single atomic write (PERSISTED on save)",Undoable (ReorderPermutationCommand),None,"src/shell/controllers/PagesController.cpp:78-81,249-275",Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Organize,Pages,Reverse,reverse,,false,planned-unimplemented,no implementation found after tracing (no reverse op). Wire note: IPageEditor::reorderAllPages permutation primitive (IPdfEditorEngine.h:209-213) already supports it - one command away,Open a PDF,None,reorderAllPages (primitive exists),None,Page order reversed (target behavior),Undoable (ReorderPermutationCommand pattern),None,src/shell/RibbonModel.cpp:25; src/core/interfaces/IPdfEditorEngine.h:209-213,Trace record: traced via ribbon-command-baseline.csv; see docs/audit/FEATURE-COMMAND-MATRIX-NOTES-2026-09-09.md,,traced-2026-09-09,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/outputs/UI-BUTTON-REVIEW-2026-09-09.md (UI01)
ribbon,Organize,Document,Split,split,,true,implemented+available,Open a PDF,Open a PDF,PagesController -> PagesMode workspace,"PagesMode split-at-pages writer ({stem}/{n} naming, atomic commit)",Pages workspace: choose split points + output naming,New part PDFs written; input unchanged,None (new files),None,"src/shell/controllers/PagesController.cpp:78-81; src/modes/PagesMode.cpp:584-585,975-997",Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Organize,Document,Merge,combine,combine canonical (ToolId.cpp:231),true,implemented+available,Always (gathers own inputs),None,ConvertController,PdfViewerWidget::mergeDocuments (PoDoFo),Multi file-open dialog + save-file dialog,New merged PDF written; inputs unchanged,None (new file),None,"src/shell/controllers/ConvertController.cpp:77-78,295-333",Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Organize,Document,Extract,extract,"extract-page (menu alias, ToolId.cpp:220)",true,implemented+available,Open a PDF,Open a PDF,PagesController,viewer extractPages; PageManagementDialog ops (Extract/Delete/Rotate/Insert blank),PageManagementDialog range + save-file dialog,Selected pages written to new PDF; or in-dialog delete/rotate/insert as undoable macro,Range ops undoable (macro); extract None (new file),None,"src/shell/controllers/PagesController.cpp:75-77,213-247",Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Organize,Document,Compare,compare,compare canonical (ToolId.cpp:163); menu Tools>Compare,true,implemented+available,Open a PDF (pair picker inside),Open a PDF,HomeController (Watermark/Compare entry route) -> CompareMode workspace,CompareWidget side-by-side diff,Compare workspace: choose A/B documents,Comparison workspace shown (view only),None,None,src/shell/controllers/HomeController.cpp:118-120; src/shell/TaskNav.cpp:24; src/GpMainWindow.cpp:813-817,Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Organize,Numbering,Page Numbers,addPageNumbers,addPageNumbers canonical (ToolId.cpp:227); menu page-numbers; header=addHeader (ToolId.cpp:225),true,implemented+available,Open a PDF,Open a PDF,PagesController,IPageEditor::addHeaderFooter,HeaderFooterDialog,"Header/footer/page-number text stamped on pages (PERSISTED; printed page numbers, NOT PDF page labels)",NOT undoable (direct engine write + viewer reload; no undo command pushed),None,src/shell/controllers/PagesController.cpp:100-113; src/core/interfaces/IPdfEditorEngine.h:214,Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
ribbon,Organize,Numbering,Header/Footer,addHeader,addPageNumbers canonical (ToolId.cpp:227); menu page-numbers; header=addHeader (ToolId.cpp:225); header (this id) = ToolId::AddHeader (ToolId.cpp:225); menu headers-footers; page-numbers,true,implemented+available,Open a PDF,Open a PDF,PagesController,IPageEditor::addHeaderFooter,HeaderFooterDialog,"Header/footer/page-number text stamped on pages (PERSISTED; printed page numbers, NOT PDF page labels)",NOT undoable (direct engine write + viewer reload; no undo command pushed),None,src/shell/controllers/PagesController.cpp:100-113; src/core/interfaces/IPdfEditorEngine.h:214,Probe record in ribbon-command-baseline.csv (buttonEnabled/actionEnabled/hasController); re-test per UI02 acceptance,,reviewed-2026-09-09-inventory,C:/Users/User/Documents/Codex/2026-09-05/read-c-users-user-projects-pdf/work/ui-prompt-2026-09-09/command-inventory.json
